delay,ion_y,ion_QS,ion_NA,ion_NA_reconstructed
465.13,0.004851488637,0.0026842571811883,0.0052179760670926,0.005217256962100292
425.1,0.004851215586,0.0026842571811883,0.0052179301382692,0.005217256962100292
385.07,0.004850947074,0.0026842571811883,0.0052178822522026,0.005217256962100292
345.05,0.004851658061,0.0026842571811883,0.0052178575871717,0.005217256962101402
305.02,0.004850854699,0.0026842571811883,0.0052178076116017,0.005217256962130601
264.99,0.004851369052,0.0026842571811883,0.0052179577893554,0.005217256962100181
224.97,0.004851383209,0.0026842571811883,0.0052179651711792,0.005217256962100958
184.94,0.004850976929,0.0026842571811883,0.0052179540432293,0.005217256994389796
144.91,0.004851913761,0.0026842571811881,0.0052179653361832,0.005217256614324706
104.88,0.004852777115,0.0026842590724294,0.005217824403806,0.005217275207018313
64.86,0.004860738609,0.002685985891864,0.0052274631699194,0.005224256256221915
60.53,0.004871151789,0.0026860697052036,0.005227992127094,0.005224451786210338
56.21,0.004866697744,0.002684788035439,0.0052204380794712,0.005219002955971219
51.89,0.004850949989,0.0026830640243706,0.0052108812334584,0.00521203460579156
47.56,0.004836055905,0.0026821045730572,0.0052068397986123,0.005209016203268746
43.24,0.004831730773,0.0026821650560336,0.0052092765036844,0.0052113017969823705
38.91,0.004839911304,0.0026829127596624,0.005214092628374,0.005216144010332324
34.59,0.00485606767,0.0026850312977897,0.0052205965647722,0.0052213836818088
30.27,0.004871665738,0.0026899707516645,0.005232466737859,0.0052272685227320315
25.94,0.00487750144,0.0026963251106775,0.0052469236045921,0.005232268636351511
21.62,0.004869277598,0.0026971987481029,0.0052482274968882,0.0052299396700066225
17.3,0.004850201915,0.0026853781401394,0.005221594791486,0.00521455107137303
12.97,0.004827223436,0.002663730458205,0.00517564713894,0.0051910613178657306
8.65,0.004809054974,0.0026485215672761,0.0051451552679838,0.00517658372616292
4.32,0.004807856353,0.002656056991231,0.0051612780848204,0.005186326950274434
0.0,0.004833726395,0.0026846533347972,0.0052187653444302,0.005217304025873615
-4.32,0.004878293075,0.0027132137789402,0.0052762413494629,0.005248228693199741
-8.65,0.004911259012,0.0027206628997457,0.0052923194912177,0.005257881938503184
-12.97,0.004905377655,0.0027053003683824,0.0052616532907113,0.0052434155481878575
-17.3,0.004865874102,0.0026834410129737,0.0052153116169872,0.005220093409786464
-21.62,0.004826140627,0.0026714687598302,0.0051882594511672,0.005204812770873257
-25.94,0.004813654099,0.0026722800862586,0.005189385938061,0.00520207502761072
-30.27,0.004827976145,0.0026785972374373,0.0052038116110468,0.005206067440996498
-34.59,0.004850326587,0.0026835100925839,0.0052156226441908,0.0052113625249873285
-38.91,0.004865573216,0.0026856289524606,0.0052221484637068,0.005217864504156955
-43.24,0.004869754987,0.0026863998540024,0.0052271431093164,0.005225611670130137
-47.56,0.004864440518,0.0026864772104834,0.005229755768672,0.005229800178654154
-51.89,0.004852838737,0.0026855135797856,0.0052257522593622,0.005225225081241014
-56.21,0.004841157074,0.0026837876086054,0.0052160971015832,0.005214197826177602
-60.53,0.004836959255,0.0026825129567292,0.0052083926703105,0.00520590743028293
-64.86,0.004843088632,0.0026825881181399,0.0052088605619187,0.005206836430284412
-104.88,0.004849315274,0.0026842552927334,0.0052180568658811,0.005217233743590177
-144.91,0.004851232077,0.0026842571811884,0.0052179434936699,0.0052172577150108035
-184.94,0.004851139367,0.0026842571811883,0.0052179505551082,0.005217256943250925
-224.97,0.004851054208,0.0026842571811883,0.0052179404293762,0.005217256962099848
-264.99,0.004851287865,0.0026842571811883,0.0052179492773125,0.00521725696210229
-305.02,0.004851408704,0.0026842571811883,0.0052178085157307,0.005217256962102956
-345.05,0.004851271609,0.0026842571811883,0.0052178577000461,0.005217256962100403
-385.07,0.004851166634,0.0026842571811883,0.0052178819583951,0.005217256962100292
-425.1,0.004851152432,0.0026842571811883,0.005217930072035,0.005217256962100292
-465.13,0.00485129576,0.0026842571811883,0.0052179760746883,0.005217256962100292
