delay,ion_y,ion_QS,ion_NA
13.75,0.01430385861,0.0037688216177875766,0.037691975645516185
11.25,0.01420631572,0.00373795306977609,0.037570677362303684
8.75,0.01419893396,0.0037442297018782655,0.03756278059253393
6.25,0.01428934864,0.0037897014238393867,0.03767700543820329
3.75,0.01446754611,0.0038700364980230884,0.037899165002281965
1.25,0.01470729493,0.00397483720988745,0.038194213363425655
0.0,0.01483875309,0.004031846106967274,0.03835395750268766
-1.25,0.01497097248,0.004089120375220134,0.03851280715607075
-3.75,0.01521669734,0.004195823114190311,0.03880097955819195
-6.25,0.01540618407,0.004278917737874033,0.039010793216890716
-8.75,0.01551167553,0.004326477117026495,0.03910963420041669
-11.25,0.01552063552,0.004332949419607712,0.03908616141238974
-13.75,0.01543743965,0.004300055997810137,0.038951722598631555
-16.25,0.01528190534,0.004236091625573257,0.03873708421670896
-18.75,0.01508504139,0.004153855360485292,0.03848535725027924
-21.25,0.01488284664,0.004067805602319452,0.0382428054765126
-23.76,0.01470874167,0.0039909130686406336,0.03804898748010588
-26.26,0.01458986125,0.0039335950678435205,0.03793234672486567
-28.76,0.01453832837,0.003900585052608596,0.03790151489536797
-31.26,0.01455279809,0.0038921155784394923,0.037948813335142106
-33.76,0.01461934117,0.0039043629873316554,0.0380529491147612
-36.26,0.01471568838,0.003930825669214433,0.03818498997009445
-38.76,0.01481685623,0.003963949654919974,0.0383151565599652
-41.26,0.01490069053,0.003996670579409001,0.038418872205067456
-43.76,0.01495206359,0.004023600124111404,0.03848087918283516
-46.26,0.01496498719,0.004041678273016269,0.03849682062011861
-48.76,0.01494251632,0.0040502384545052506,0.03847232712367421
-51.26,0.0148948132,0.004050569953642169,0.03842018391807356
-53.76,0.01483603237,0.004045171400498981,0.03835648251038404
-56.26,0.01478080169,0.004036933543806298,0.03829673861564864
-58.76,0.01474105646,0.00402845727252199,0.03825280564375466
-61.26,0.01472384948,0.004021625554703978,0.03823110070370095
-63.76,0.01473050415,0.004017447831942245,0.038232285191022064
-66.26,0.01475713893,0.004016121625804003,0.03825220175741184
-68.77,0.01479642971,0.0040172343892859175,0.03828377365999347
-71.27,0.01483906778,0.0040199815524253335,0.03831851119602936
-73.77,0.01487687472,0.0040234417320268445,0.038349191617794265
-76.27,0.01490380768,0.004026769939953212,0.038370690309115774
-78.77,0.01491695296,0.004029341290649802,0.038380700703492754
-81.27,0.01491656375,0.0040308225303571366,0.038379642955280624
-83.77,0.01490541692,0.004031171010602352,0.03837002507499254
-86.27,0.01488775349,0.0040305742569110015,0.03835549745362532
-88.77,0.01486811493,0.00402935489899614,0.038339861478333126
-91.27,0.01485035533,0.004027870191742777,0.038326254065835674
-93.77,0.01483701727,0.00402643072474651,0.03831664983866101
