delay,ion_y,ion_QS,ion_NA,ion_NA_reconstructed
616.71,0.005032466051,0.0035774074550591,0.005437547671189,0.005441446737093458
563.34,0.005032176523,0.0035774074550591,0.0054373710105598,0.005441446737093458
509.97,0.005031915221,0.0035774074550591,0.0054374588977084,0.005441446737093458
456.6,0.005032011057,0.0035774074550591,0.0054375841063569,0.005441446737094235
403.23,0.00503233349,0.0035774074550591,0.0054373716082486,0.005441446737095568
349.86,0.005032455657,0.003577407455059,0.0054373705384117,0.00544144673709257
296.49,0.005032281386,0.003577407455059,0.0054373618398642,0.005441446737093236
243.13,0.005032015986,0.003577407455059,0.005437371952188,0.005441446745654721
189.76,0.005031925412,0.0035774074550574,0.0054373604728107,0.005441445980248982
136.39,0.0050322208,0.0035774492988402,0.0054370134411081,0.005441563809873373
83.02,0.005159872475,0.0036007771309081,0.005519360268041,0.005519585589652709
81.02,0.005168882255,0.0035999350466929,0.0055155670475565,0.005516977482996621
79.02,0.005166191702,0.003596953181314,0.0055036810885463,0.005505955898697068
77.02,0.005151592543,0.0035921076990187,0.0054849108087489,0.0054874114381811
75.02,0.005126504701,0.0035859355688994,0.0054615109122624,0.005463347384465633
73.02,0.005093850064,0.0035791470700614,0.0054364344333915,0.005436594854435262
71.02,0.005057668426,0.0035725061181178,0.0054128540378257,0.005410375116378319
69.02,0.005022495982,0.0035667025706419,0.0053936357751179,0.005387788310034836
67.01,0.00499246134,0.0035622239976184,0.0053808128605027,0.00537126066021576
65.01,0.004971087028,0.0035593672686292,0.0053754603517934,0.0053624669671825664
63.01,0.004959804416,0.0035580861816788,0.0053771690978934,0.005361639289607645
61.01,0.004958414117,0.0035581295025475,0.0053844570877442,0.0053679744485848335
59.01,0.004965176093,0.003559104668484,0.0053950483963164,0.0053797811478107915
57.01,0.004977437409,0.0035606031258551,0.0054064247231008,0.005394884834371894
55.01,0.004992441253,0.0035623414763616,0.0054164655596222,0.005411106985861225
53.01,0.005008074679,0.0035642936140847,0.0054240397770277,0.005426719727932849
51.01,0.005023346273,0.0035667843889003,0.0054294031240696,0.005440781064016353
49.01,0.005038485899,0.0035705129199984,0.0054342822314727,0.005453278782700521
47.01,0.00505468104,0.0035764775445061,0.0054415854829253,0.005465047947714519
45.01,0.005073558068,0.003585788352357,0.0054547629471374,0.005477471071722029
43.01,0.005096553281,0.0035993779096931,0.0054769218824769,0.005492013834376586
41.01,0.005124304757,0.0036176516487753,0.0055098695651196,0.005509684900220746
39.01,0.005156164516,0.0036401476953624,0.0055532845885423,0.005530529662386985
37.01,0.005189911242,0.0036652915166252,0.0056042043499654,0.005553270347053885
