delay,ion_y,ion_QS,ion_NA,ion_NA_reconstructed
465.13,0.001694525967,0.0006443711005047,0.0016733900669124,0.001673520022292041
425.1,0.00169488076,0.0006443711005047,0.0016733944516362,0.001673520022292041
385.07,0.001694667205,0.0006443711005047,0.0016733991618336,0.001673520022292041
345.05,0.001694625112,0.0006443711005047,0.0016734015305691,0.0016735200222929292
305.02,0.001694885982,0.0006443711005047,0.00167340616827,0.0016735200223192415
264.99,0.001694524632,0.0006443711005047,0.001673393842688,0.00167352002229193
224.97,0.001694834729,0.0006443711005047,0.0016733841650096,0.0016735200222927071
184.94,0.001694795063,0.0006443711005047,0.0016733944468885,0.0016735200365408653
144.91,0.001694883216,0.0006443711005047,0.0016733762493545,0.0016735198698963893
104.88,0.001695983494,0.0006443713143384,0.0016733390146467,0.0016735252689791258
64.86,0.001700495203,0.0006446990885208,0.0016769949623044,0.0016759954419650613
60.53,0.001706045042,0.0006447208409126,0.0016775161425204,0.0016761152076066876
56.21,0.001702254944,0.00064447622123,0.0016745822525099,0.001674166014637768
51.89,0.001692914463,0.0006441445040354,0.0016707657138032,0.0016716471927449295
47.56,0.001686350045,0.0006439443565916,0.001669371542678,0.0016705651397835863
43.24,0.001686469476,0.0006438853339827,0.001670483833507,0.0016713804968457868
38.91,0.001690985772,0.000643917671116,0.0016717430655898,0.0016730544253731328
34.59,0.001696556879,0.0006443962739819,0.00167309014332,0.0016749109874542034
30.27,0.001702065979,0.0006459633278302,0.001677684234955,0.0016773027384882067
25.94,0.001706595597,0.0006482800316121,0.0016856902637097,0.0016797238786377955
21.62,0.00170711573,0.0006489548259438,0.0016891846360282,0.0016792657159465652
17.3,0.001700052927,0.0006452228060583,0.0016785813083388,0.0016730052188059785
12.97,0.001685177494,0.0006377726609779,0.0016559756819267,0.0016627150659009882
8.65,0.001669435973,0.0006322557809732,0.0016390325832404,0.0016559831784178636
4.32,0.001665828606,0.000634640791471,0.0016455524007799,0.0016599524937491728
0.0,0.001683381156,0.0006445318665917,0.0016739999985664,0.0016735379008834261
-4.32,0.001713762924,0.0006544234825341,0.0017024015193215,0.0016871030463602166
-8.65,0.001733251094,0.0006567836194218,0.0017088094538744,0.001691038180217097
-12.97,0.001724723317,0.0006511848870459,0.0016916860294665,0.0016843193973120618
-17.3,0.00169684884,0.0006436361104587,0.0016688144664416,0.0016741205045984753
-21.62,0.001675215703,0.0006398484514615,0.0016579714687862,0.0016679138576392027
-25.94,0.001674889842,0.0006404996535234,0.001661359601251,0.0016672055322201063
-30.27,0.001688281692,0.0006427978761024,0.0016693196073391,0.0016690187634642584
-34.59,0.001698943626,0.0006443534404462,0.0016738667196477,0.0016710546472493704
-38.91,0.00170062606,0.0006448307407871,0.0016752362003632,0.0016736782762128977
-43.24,0.001698485065,0.0006448688668141,0.0016765944661193,0.0016771191168369892
-47.56,0.001697568858,0.0006448144836938,0.0016777884198737,0.0016790941471358511
-51.89,0.001696843284,0.0006446123811668,0.0016764178165892,0.0016770665089339554
-56.21,0.001694120067,0.0006442797277049,0.0016725723194229,0.001672076641385023
-60.53,0.001691082838,0.0006440379259947,0.0016695705285512,0.0016683953082317071
-64.86,0.001691127102,0.0006440575754911,0.0016700441306276,0.0016689598004316908
-104.88,0.001695040623,0.0006443708870966,0.0016734541858569,0.0016735133093374044
-144.91,0.001694760763,0.0006443711005047,0.0016733932096608,0.0016735203339025562
-184.94,0.00169470881,0.0006443711005047,0.0016733893222328,0.001673520015566976
-224.97,0.001694681984,0.0006443711005047,0.001673400656597,0.0016735200222914859
-264.99,0.001694705763,0.0006443711005047,0.0016733904498095,0.0016735200222938174
-305.02,0.001694745167,0.0006443711005047,0.001673406703485,0.0016735200222943725
-345.05,0.001694738346,0.0006443711005047,0.0016734015458016,0.001673520022292041
-385.07,0.001694717075,0.0006443711005047,0.0016733991795752,0.001673520022292041
-425.1,0.001694710457,0.0006443711005047,0.0016733944425861,0.001673520022292041
-465.13,0.001694730651,0.0006443711005047,0.0016733900787483,0.001673520022292041
