delay,ion_y,ion_QS,ion_NA,ion_NA_reconstructed
481.8,0.001335718541,0.0003879526113879,0.0012209619413455,0.0012209843172510393
444.0,0.001335699113,0.0003879526113879,0.0012210566643304,0.0012209843172510393
406.2,0.001335675168,0.0003879526113879,0.0012208874330311,0.0012209843172510393
368.39,0.001335696866,0.0003879526113879,0.0012211095689177,0.0012209843172490409
330.59,0.001335717348,0.0003879526113879,0.0012208514831714,0.0012209843170479795
292.79,0.001335694027,0.0003879526113879,0.0012211188375225,0.0012209843169136425
254.99,0.001335676809,0.0003879526113879,0.0012208670414358,0.0012209843172555912
217.18,0.001335699534,0.0003879526113879,0.001221084717397,0.0012209843177394264
179.38,0.001335712833,0.0003879526113879,0.001221001542038,0.001220984305924877
141.58,0.001335781798,0.0003879525968892,0.0012210230532494,0.0012209855872530317
103.77,0.001337312932,0.0003880205481457,0.0012218812352123,0.0012211007799435292
101.27,0.001338453641,0.0003880153150128,0.0012221039866591,0.0012210128659656538
98.77,0.001339458487,0.0003879913989504,0.0012221413397446,0.0012208747990152258
96.27,0.001339947841,0.0003879453011826,0.0012218965554771,0.0012206957808654773
93.77,0.001339537689,0.0003878778376597,0.001221312566359,0.0012204974246502465
91.27,0.001337951475,0.0003877955787935,0.0012203994723152,0.0012203126367774653
88.77,0.001335136284,0.0003877112402348,0.0012192538703731,0.0012201816570527324
86.27,0.001331355354,0.0003876427359231,0.0012180645390422,0.001220145467672351
83.77,0.001327223104,0.0003876108200456,0.0012170985679499,0.0012202372586823662
81.27,0.001323650218,0.0003876353102721,0.0012166628504891,0.0012204730089390159
78.77,0.001321682363,0.0003877298472173,0.0012170396179013,0.001220842542170697
76.27,0.001322248055,0.0003878953040141,0.0012184022453278,0.001221302739539798
73.77,0.00132586998,0.0003881126928491,0.0012207280933781,0.0012217749828603575
71.27,0.001332423074,0.0003883377921527,0.0012237352459257,0.0012221492561946823
68.77,0.001341025888,0.0003885011545111,0.0012268739743831,0.0012222973186413189
66.26,0.001350158325,0.0003885171343679,0.0012294042125244,0.001222094859598899
63.76,0.001357793443,0.0003883050746285,0.001230509197821,0.0012214600640833018
61.26,0.001362057523,0.0003878205383373,0.0012295717094087,0.001220389195455085
58.76,0.001361559762,0.0003870866776329,0.0012263468794402,0.0012189953482346638
56.26,0.001355847933,0.0003862190143573,0.001221139613554,0.0012175314700190176
53.76,0.001345654187,0.0003854307256304,0.0012148593340933,0.0012163855033585635
51.26,0.001332885141,0.0003850113498582,0.0012089300571955,0.0012160365147321217
48.76,0.00132032358,0.0003852770144844,0.001205053843841,0.0012169679224433017
46.26,0.001311075274,0.0003864966314031,0.0012048570161461,0.0012195453674828105
43.76,0.001307864123,0.0003888048912547,0.0012094756726231,0.0012238801246771125
41.26,0.001312331781,0.0003921193153816,0.001219160927349,0.001229710471571055
38.76,0.001324514126,0.0003960843642397,0.0012330027942819,0.001236338817747873
36.26,0.001342637648,0.000400067888554,0.0012488740623624,0.0012426581369207046
33.76,0.001363310935,0.0004032298147789,0.0012636671475706,0.001247286014844473
