,t(fs),t(au),Field(t),Apot(t)
0,-7.620097439194197,-315.0252929,0.0,2.033283282e-130
1,-7.612477341583262,-314.7102676,0.0,3.7861921489999997e-23
2,-7.604857243972327,-314.3952423,0.0,9.620224911e-21
3,-7.597237146361392,-314.080217,0.0,2.4462774e-19
4,-7.589617051169342,-313.7651918,0.0,2.423546951e-18
5,-7.581996953558407,-313.4501665,0.0,1.4322219199999998e-17
6,-7.574376855947472,-313.1351412,0.0,6.103505426999999e-17
7,-7.5667567583365365,-312.8201159,0.0,2.0754398959999998e-16
8,-7.559136660725602,-312.5050906,0.0,5.981866488e-16
9,-7.551516563114666,-312.1900653,0.0,1.51942468e-15
10,-7.543896465503732,-311.87504,0.0,3.492925518e-15
11,-7.536276367892796,-311.5600147,0.0,7.40637013e-15
12,-7.528656270281862,-311.2449894,0.0,1.4689570870000002e-14
13,-7.521036172670927,-310.9299641,0.0,2.75434138e-14
14,-7.513416075059991,-310.6149388,0.0,4.922881575e-14
15,-7.505795977449057,-310.2999135,0.0,8.442229708e-14
16,-7.498175879838121,-309.9848882,0.0,1.396439054e-13
17,-7.490555782227187,-309.6698629,0.0,2.237620749e-13
18,-7.482935687035137,-309.3548377,0.0,3.485785629e-13
19,-7.475315589424201,-309.0398124,0.0,5.29494861e-13
20,-7.4676954918132665,-308.7247871,0.0,7.862594323e-13
21,-7.460075394202331,-308.4097618,0.0,1.143792768e-12
22,-7.452455296591396,-308.0947365,0.0,1.633084589e-12
23,-7.444835198980461,-307.7797112,0.0,2.292154548e-12
24,-7.437215101369526,-307.4646859,0.0,3.167064476e-12
25,-7.429595003758591,-307.1496606,0.0,4.31296664e-12
26,-7.421974906147656,-306.8346353,0.0,5.795168569e-12
27,-7.414354808536721,-306.51961,0.0,7.690190777e-12
28,-7.406734710925786,-306.2045847,0.0,1.008678924e-11
29,-7.39911461331485,-305.8895594,0.0,1.308690969e-11
30,-7.391494515703916,-305.5745341,0.0,1.680653568e-11
31,-7.383874418092981,-305.2595088,0.0,2.137638716e-11
32,-7.37625432290093,-304.9444836,0.0,2.694242053e-11
33,-7.368634225289996,-304.6294583,0.0,3.366607557e-11
34,-7.36101412767906,-304.314433,0.0,4.172420836e-11
35,-7.3533940300681255,-303.9994077,0.0,5.130864317e-11
36,-7.345773932457191,-303.6843824,0.0,6.262526992e-11
37,-7.338153834846255,-303.3693571,0.0,7.589260705e-11
38,-7.330533737235321,-303.0543318,0.0,9.133974304e-11
39,-7.322913639624385,-302.7393065,0.0,1.092035629e-10
40,-7.315293542013451,-302.4242812,0.0,1.297251591e-10
41,-7.307673444402515,-302.1092559,0.0,1.531453186e-10
42,-7.3000533467915805,-301.7942306,0.0,1.796989725e-10
43,-7.292433249180645,-301.4792053,0.0,2.09608485e-10
44,-7.28481315156971,-301.16418,0.0,2.430756538e-10
45,-7.277193053958775,-300.8491547,0.0,2.802722851e-10
46,-7.269572958766725,-300.5341295,0.0,3.213292013e-10
47,-7.26195286115579,-300.2191042,0.0,3.663235299e-10
48,-7.254332763544855,-299.9040789,0.0,4.152641194e-10
49,-7.24671266593392,-299.5890536,0.0,4.680749167e-10
50,-7.2390925683229845,-299.2740283,0.0,5.245761384e-10
51,-7.23147247071205,-298.959003,0.0,5.844630591e-10
52,-7.223852373101114,-298.6439777,0.0,6.472822371e-10
53,-7.21623227549018,-298.3289524,0.0,7.124049888e-10
54,-7.208612177879245,-298.0139271,0.0,7.789979217e-10
55,-7.20099208026831,-297.6989018,0.0,8.459903279e-10
56,-7.193371982657375,-297.3838765,0.0,9.120382385e-10
57,-7.1857518850464395,-297.0688512,0.0,9.754849335e-10
58,-7.178131787435505,-296.7538259,0.0,1.034317699e-09
59,-7.170511689824569,-296.4388006,0.0,1.086120624e-09
60,-7.162891594632519,-296.1237754,0.0,1.128023215e-09
61,-7.155271497021585,-295.8087501,0.0,1.156644629e-09
62,-7.147651399410649,-295.4937248,0.0,1.168033297e-09
63,-7.140031301799715,-295.1786995,0.0,1.157601725e-09
64,-7.132411204188779,-294.8636742,0.0,1.120056262e-09
65,-7.124791106577844,-294.5486489,0.0,1.049321624e-09
66,-7.117171008966909,-294.2336236,0.0,9.384599503e-10
67,-7.109550911355974,-293.9185983,0.0,7.795841991e-10
68,-7.101930813745039,-293.603573,0.0,5.637656699e-10
69,-7.094310716134104,-293.2885477,0.0,2.809354562e-10
70,-7.0866906185231695,-292.9735224,0.0,-8.022036519e-11
71,-7.079070520912234,-292.6584971,0.0,-5.323719929e-10
72,-7.071450423301299,-292.3434718,0.0,-1.089663788e-09
73,-7.063830325690364,-292.0284465,0.0,-1.767838956e-09
74,-7.056210230498314,-291.7134213,0.0,-2.584371189e-09
75,-7.048590132887378,-291.398396,0.0,-3.558603402e-09
76,-7.040970035276444,-291.0833707,0.0,-4.711893723e-09
77,-7.033349937665509,-290.7683454,0.0,-6.067768829e-09
78,-7.025729840054574,-290.4533201,0.0,-7.652084763e-09
79,-7.018109742443639,-290.1382948,0.0,-9.493195306e-09
80,-7.010489644832703,-289.8232695,0.0,-1.162212798e-08
81,-7.002869547221769,-289.5082442,0.0,-1.407276777e-08
82,-6.995249449610833,-289.1932189,0.0,-1.688204851e-08
83,-6.987629351999899,-288.8781936,0.0,-2.009015209e-08
84,-6.980009254388963,-288.5631683,0.0,-2.374071538e-08
85,-6.972389156778029,-288.248143,0.0,-2.788104478e-08
86,-6.964769059167095,-287.9331177,0.0,-3.256233856e-08
87,-6.95714896155616,-287.6180924,0.0,-3.783991667e-08
88,-6.949528863945225,-287.3030671,0.0,-4.377345807e-08
89,-6.941908768753173,-286.9880419,0.0,-5.042724532e-08
90,-6.934288671142238,-286.6730166,0.0,-5.787041644e-08
91,-6.926668573531303,-286.3579913,0.0,-6.617722367e-08
92,-6.919048475920368,-286.042966,0.0,-7.542729892e-08
93,-6.9114283783094335,-285.7279407,0.0,-8.570592581e-08
94,-6.903808280698498,-285.4129154,0.0,-9.71043178e-08
95,-6.896188183087563,-285.0978901,0.0,-1.097199022e-07
96,-6.88856808547663,-284.7828648,0.0,-1.236566097e-07
97,-6.880947987865694,-284.4678395,0.0,-1.390251687e-07
98,-6.873327890254759,-284.1528142,0.0,-1.559434047e-07
99,-6.865707792643824,-283.8377889,0.0,-1.745365436e-07
100,-6.858087695032889,-283.5227636,0.0,-1.949375183e-07
101,-6.850467597421954,-283.2077383,0.0,-2.172872789e-07
