,t_au,Field_0,Field_1,Field_2,Field_3,Field_4,Field_5,Field_6,Field_7,Field_8,Field_9,Field_10,Field_11,Field_12,Field_13,Field_14,Field_15,Field_16,Field_17,Field_18
521,-869.75,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
522,-869.5,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
523,-869.25,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
524,-869.0,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
525,-868.75,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
526,-868.5,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
527,-868.25,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
528,-868.0,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
529,-867.75,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
530,-867.5,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
531,-867.25,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
532,-867.0,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
533,-866.75,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
534,-866.5,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
535,-866.25,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
536,-866.0,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
537,-865.75,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
538,-865.5,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
539,-865.25,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
540,-865.0,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
541,-864.75,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
542,-864.5,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
543,-864.25,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
544,-864.0,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
545,-863.75,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
546,-863.5,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
547,-863.25,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
548,-863.0,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
549,-862.75,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
550,-862.5,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
551,-862.25,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
552,-862.0,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
553,-861.75,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
554,-861.5,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
555,-861.25,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
556,-861.0,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
557,-860.75,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
558,-860.5,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
559,-860.25,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
560,-860.0,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
561,-859.75,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
562,-859.5,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
563,-859.25,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
564,-859.0,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
565,-858.75,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
566,-858.5,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
567,-858.25,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
568,-858.0,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
569,-857.75,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
570,-857.5,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
571,-857.25,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
572,-857.0,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
573,-856.75,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
574,-856.5,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
575,-856.25,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
576,-856.0,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
577,-855.75,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
578,-855.5,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
579,-855.25,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
580,-855.0,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
581,-854.75,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
582,-854.5,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
583,-854.25,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
584,-854.0,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
585,-853.75,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
586,-853.5,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
587,-853.25,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
588,-853.0,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
589,-852.75,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
590,-852.5,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
591,-852.25,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
592,-852.0,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
593,-851.75,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
594,-851.5,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
595,-851.25,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
596,-851.0,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
597,-850.75,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
598,-850.5,1.700141331e-109,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,7.89172554e-118,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115,1.026023006e-115
