1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	41
1	1.700141331e-109	7.89172554e-118	7.89172554e-118	7.89172554e-118	7.89172554e-118	7.89172554e-118	7.89172554e-118	7.89172554e-118	1.026023006e-115	1.026023006e-115	1.026023006e-115	1.026023006e-115	1.026023006e-115	1.026023006e-115	1.026023006e-115	1.026023006e-115	1.026023006e-115	1.026023006e-115	1.026023006e-115																							
2	1.850540686e-19	1.366443624e-19	9.954761196e-20	7.145425075e-20	5.046953639e-20	3.501622302e-20	2.381774165e-20	1.584457307e-20	7.440890294e-22	7.440890294e-22	7.440890294e-22	7.440890294e-22	7.440890294e-22	7.440890294e-22	7.440890294e-22	7.440890294e-22	7.440890294e-22	7.440890294e-22	7.440890294e-22																							
3	2.530178537e-17	1.864111987e-17	1.354941477e-17	9.703051493e-18	6.837252591e-18	4.732325603e-18	3.210995025e-18	2.130754993e-18	9.443681678e-20	9.443681678e-20	9.443681678e-20	9.443681678e-20	9.443681678e-20	9.443681678e-20	9.443681678e-20	9.443681678e-20	9.443681678e-20	9.443681678e-20	9.443681678e-20																							
4	4.579634083e-16	3.368540829e-16	2.444300579e-16	1.747350642e-16	1.229035264e-16	8.490650929e-17	5.749920061e-17	3.807876889e-17	1.599172223e-18	1.599172223e-18	1.599172223e-18	1.599172223e-18	1.599172223e-18	1.599172223e-18	1.599172223e-18	1.599172223e-18	1.599172223e-18	1.599172223e-18	1.599172223e-18																							
5	3.607708577e-15	2.650677362e-15	1.921111034e-15	1.371602764e-15	9.634525079e-16	6.646469772e-16	4.494295171e-16	2.971646277e-16	1.186824968e-17	1.186824968e-17	1.186824968e-17	1.186824968e-17	1.186824968e-17	1.186824968e-17	1.186824968e-17	1.186824968e-17	1.186824968e-17	1.186824968e-17	1.186824968e-17																							
6	1.796907417e-14	1.31935655e-14	9.555043918e-15	6.816265015e-15	4.783531843e-15	3.296636111e-15	2.226709852e-15	1.470552432e-15	5.60374785e-17	5.60374785e-17	5.60374785e-17	5.60374785e-17	5.60374785e-17	5.60374785e-17	5.60374785e-17	5.60374785e-17	5.60374785e-17	5.60374785e-17	5.60374785e-17																							
7	6.684287961e-14	4.9065874e-14	3.552202766e-14	2.532900416e-14	1.776580881e-14	1.223570619e-14	8.258465372e-15	5.449399538e-15	1.987315222e-16	1.987315222e-16	1.987315222e-16	1.987315222e-16	1.987315222e-16	1.987315222e-16	1.987315222e-16	1.987315222e-16	1.987315222e-16	1.987315222e-16	1.987315222e-16																							
8	2.02988865e-13	1.490209193e-13	1.078876911e-13	7.692255194e-14	5.394311613e-14	3.714057281e-14	2.505759149e-14	1.652569122e-14	5.783719146e-16	5.783719146e-16	5.783719146e-16	5.783719146e-16	5.783719146e-16	5.783719146e-16	5.783719146e-16	5.783719146e-16	5.783719146e-16	5.783719146e-16	5.783719146e-16																							
9	5.307462806e-13	3.89821296e-13	2.823224812e-13	2.013415563e-13	1.412121144e-13	9.722764642e-14	6.558940598e-14	4.324678827e-14	1.456306316e-15	1.456306316e-15	1.456306316e-15	1.456306316e-15	1.456306316e-15	1.456306316e-15	1.456306316e-15	1.456306316e-15	1.456306316e-15	1.456306316e-15	1.456306316e-15																							
10	1.236596357e-12	9.089851299e-13	6.587702586e-13	4.70073551e-13	3.298328791e-13	2.271675454e-13	1.532740506e-13	1.010671281e-13	3.282513618e-15	3.282513618e-15	3.282513618e-15	3.282513618e-15	3.282513618e-15	3.282513618e-15	3.282513618e-15	3.282513618e-15	3.282513618e-15	3.282513618e-15	3.282513618e-15																							
11	2.628450797e-12	1.934292264e-12	1.403248612e-12	1.002174744e-12	7.037032969e-13	4.849538139e-13	3.273563609e-13	2.159229008e-13	6.779134789e-15	6.779134789e-15	6.779134789e-15	6.779134789e-15	6.779134789e-15	6.779134789e-15	6.779134789e-15	6.779134789e-15	6.779134789e-15	6.779134789e-15	6.779134789e-15																							
12	5.183047489e-12	3.819822342e-12	2.774771931e-12	1.984009766e-12	1.394547465e-12	9.618845175e-13	6.497661445e-13	4.28827744e-13	1.304253717e-14	1.304253717e-14	1.304253717e-14	1.304253717e-14	1.304253717e-14	1.304253717e-14	1.304253717e-14	1.304253717e-14	1.304253717e-14	1.304253717e-14	1.304253717e-14																							
13	9.59974228e-12	7.087563989e-12	5.156907637e-12	3.692696974e-12	2.598965775e-12	1.794681728e-12	1.213524332e-12	8.015496711e-13	2.366404272e-14	2.366404272e-14	2.366404272e-14	2.366404272e-14	2.366404272e-14	2.366404272e-14	2.366404272e-14	2.366404272e-14	2.366404272e-14	2.366404272e-14	2.366404272e-14																							
14	1.685773727e-11	1.247278645e-11	9.092912951e-12	6.52268611e-12	4.598064272e-12	3.179633038e-12	2.152667042e-12	1.423381884e-12	4.086884111e-14	4.086884111e-14	4.086884111e-14	4.086884111e-14	4.086884111e-14	4.086884111e-14	4.086884111e-14	4.086884111e-14	4.086884111e-14	4.086884111e-14	4.086884111e-14																							
15	2.827242355e-11	2.097042746e-11	1.532276904e-11	1.101448154e-11	7.779116783e-12	5.38847554e-12	3.653561421e-12	2.418963365e-12	6.767196899e-14	6.767196899e-14	6.767196899e-14	6.767196899e-14	6.767196899e-14	6.767196899e-14	6.767196899e-14	6.767196899e-14	6.767196899e-14	6.767196899e-14	6.767196899e-14																							
16	4.554508999e-11	3.387875413e-11	2.481974931e-11	1.788407214e-11	1.26584209e-11	8.785559201e-12	5.967375687e-12	3.95703996e-12	1.080495708e-13	1.080495708e-13	1.080495708e-13	1.080495708e-13	1.080495708e-13	1.080495708e-13	1.080495708e-13	1.080495708e-13	1.080495708e-13	1.080495708e-13	1.080495708e-13																							
