,index,Field_0,Field_1,Field_2,Field_3,Field_4,Field_5,Field_6,Field_7,Field_8,Field_9,Field_10,Field_11,Field_12,Field_13,Field_14,Field_15,Field_16,Field_17,Field_18,Field_19,Field_20,Field_21,Field_22,Field_23,Field_24,Field_25,Field_26,Field_27,Field_28,Field_29,Field_30,Field_31,Field_32,Field_33,Field_34,Field_35,Field_36,Field_37,Field_38,Field_39,Field_40,Field_41,Field_42,Field_43,Field_44,Field_45,Field_46,Field_47,Field_48,Field_49,Field_50,Field_51,Field_52,Field_53,Field_54,Field_55,Field_56,Field_57,Field_58,Field_59,Field_60,Field_61,Field_62,Field_63,Field_64,Field_65,Field_66,Field_67,Field_68,Field_69,Field_70,Field_71,Field_72,Field_73,Field_74,Field_75,Field_76,Field_77,Field_78,Field_79,Field_80,Field_81,Field_82,Field_83,Field_84,Field_85,Field_86,Field_87,Field_88,Field_89,Field_90,Field_91,Field_92,Field_93,Field_94,Field_95,Field_96,Field_97,Field_98,Field_99,Field_100,Field_101,Field_102,Field_103,Field_104,Field_105
0,probabilities,0.01484237932,0.01484228537,0.01484246561,0.01484254209,0.01484235537,0.01484228719,0.01484249906,0.01484250332,0.01484233051,0.01484252199,0.01485905484,0.0148632988,0.01486401343,0.01485951562,0.0148488598,0.01483230601,0.01481162783,0.01479014736,0.01477239929,0.01476338109,0.01476745389,0.01478709684,0.01482183451,0.01486768832,0.01491741609,0.01496177018,0.0149906358,0.01499636747,0.01497514801,0.01492873601,0.01486496835,0.01479688431,0.01474041323,0.01471094658,0.01471950233,0.01476943655,0.01485463246,0.01495977346,0.01506278449,0.01513899206,0.01516617633,0.01512953167,0.01502557238,0.01486341196,0.01466713069,0.0144685185,0.01430385861,0.01420631572,0.01419893396,0.01428934864,0.01446754611,0.01470729493,0.01483875309,0.01497097248,0.01521669734,0.01540618407,0.01551167553,0.01552063552,0.01543743965,0.01528190534,0.01508504139,0.01488284664,0.01470874167,0.01458986125,0.01453832837,0.01455279809,0.01461934117,0.01471568838,0.01481685623,0.01490069053,0.01495206359,0.01496498719,0.01494251632,0.0148948132,0.01483603237,0.01478080169,0.01474105646,0.01472384948,0.01473050415,0.01475713893,0.01479642971,0.01483906778,0.01487687472,0.01490380768,0.01491695296,0.01491656375,0.01490541692,0.01488775349,0.01486811493,0.01485035533,0.01483701727,0.01482913515,0.0148264119,0.01482763527,0.01483117752,0.01484459509,0.01484576933,0.01484086576,0.01483963434,0.01484220562,0.01484520588,0.01484287873,0.01483988713,0.01484219138,0.01484483685,0.01484240367
1,delays,481.8,444.0,406.2,368.39,330.59,292.79,254.99,217.18,179.38,141.58,103.77,101.27,98.77,96.27,93.77,91.27,88.77,86.27,83.77,81.27,78.77,76.27,73.77,71.27,68.77,66.26,63.76,61.26,58.76,56.26,53.76,51.26,48.76,46.26,43.76,41.26,38.76,36.26,33.76,31.26,28.76,26.26,23.76,21.25,18.75,16.25,13.75,11.25,8.75,6.25,3.75,1.25,0.0,-1.25,-3.75,-6.25,-8.75,-11.25,-13.75,-16.25,-18.75,-21.25,-23.76,-26.26,-28.76,-31.26,-33.76,-36.26,-38.76,-41.26,-43.76,-46.26,-48.76,-51.26,-53.76,-56.26,-58.76,-61.26,-63.76,-66.26,-68.77,-71.27,-73.77,-76.27,-78.77,-81.27,-83.77,-86.27,-88.77,-91.27,-93.77,-96.27,-98.77,-101.27,-103.77,-141.58,-179.38,-217.18,-254.99,-292.79,-330.59,-368.39,-406.2,-444.0,-481.8,0.0
