,index,Field_0,Field_1,Field_2,Field_3,Field_4,Field_5,Field_6,Field_7,Field_8,Field_9,Field_10,Field_11,Field_12,Field_13,Field_14,Field_15,Field_16,Field_17,Field_18,Field_19,Field_20,Field_21,Field_22,Field_23,Field_24,Field_25,Field_26,Field_27,Field_28,Field_29,Field_30,Field_31,Field_32,Field_33,Field_34,Field_35,Field_36,Field_37,Field_38,Field_39,Field_40,Field_41,Field_42,Field_43,Field_44,Field_45,Field_46,Field_47,Field_48,Field_49,Field_50,Field_51
0,probabilities,0.004851488637,0.004851215586,0.004850947074,0.004851658061,0.004850854699,0.004851369052,0.004851383209,0.004850976929,0.004851913761,0.004852777115,0.004860738609,0.004871151789,0.004866697744,0.004850949989,0.004836055905,0.004831730773,0.004839911304,0.00485606767,0.004871665738,0.00487750144,0.004869277598,0.004850201915,0.004827223436,0.004809054974,0.004807856353,0.004833726395,0.004878293075,0.004911259012,0.004905377655,0.004865874102,0.004826140627,0.004813654099,0.004827976145,0.004850326587,0.004865573216,0.004869754987,0.004864440518,0.004852838737,0.004841157074,0.004836959255,0.004843088632,0.004849315274,0.004851232077,0.004851139367,0.004851054208,0.004851287865,0.004851408704,0.004851271609,0.004851166634,0.004851152432,0.00485129576,0.004851225159
1,delays,465.13,425.1,385.07,345.05,305.02,264.99,224.97,184.94,144.91,104.88,64.86,60.53,56.21,51.89,47.56,43.24,38.91,34.59,30.27,25.94,21.62,17.3,12.97,8.65,4.32,0.0,-4.32,-8.65,-12.97,-17.3,-21.62,-25.94,-30.27,-34.59,-38.91,-43.24,-47.56,-51.89,-56.21,-60.53,-64.86,-104.88,-144.91,-184.94,-224.97,-264.99,-305.02,-345.05,-385.07,-425.1,-465.13,0.0
