,index,Field_0,Field_1,Field_2,Field_3,Field_4,Field_5,Field_6,Field_7,Field_8,Field_9,Field_10,Field_11,Field_12,Field_13,Field_14,Field_15,Field_16,Field_17,Field_18,Field_19,Field_20,Field_21,Field_22,Field_23,Field_24,Field_25,Field_26,Field_27,Field_28,Field_29,Field_30,Field_31,Field_32,Field_33,Field_34,Field_35,Field_36,Field_37,Field_38,Field_39,Field_40,Field_41,Field_42,Field_43,Field_44,Field_45,Field_46,Field_47,Field_48,Field_49,Field_50,Field_51
0,probabilities,0.001694525967,0.00169488076,0.001694667205,0.001694625112,0.001694885982,0.001694524632,0.001694834729,0.001694795063,0.001694883216,0.001695983494,0.001700495203,0.001706045042,0.001702254944,0.001692914463,0.001686350045,0.001686469476,0.001690985772,0.001696556879,0.001702065979,0.001706595597,0.00170711573,0.001700052927,0.001685177494,0.001669435973,0.001665828606,0.001683381156,0.001713762924,0.001733251094,0.001724723317,0.00169684884,0.001675215703,0.001674889842,0.001688281692,0.001698943626,0.00170062606,0.001698485065,0.001697568858,0.001696843284,0.001694120067,0.001691082838,0.001691127102,0.001695040623,0.001694760763,0.00169470881,0.001694681984,0.001694705763,0.001694745167,0.001694738346,0.001694717075,0.001694710457,0.001694730651,0.001694710227
1,delays,465.13,425.1,385.07,345.05,305.02,264.99,224.97,184.94,144.91,104.88,64.86,60.53,56.21,51.89,47.56,43.24,38.91,34.59,30.27,25.94,21.62,17.3,12.97,8.65,4.32,0.0,-4.32,-8.65,-12.97,-17.3,-21.62,-25.94,-30.27,-34.59,-38.91,-43.24,-47.56,-51.89,-56.21,-60.53,-64.86,-104.88,-144.91,-184.94,-224.97,-264.99,-305.02,-345.05,-385.07,-425.1,-465.13,0.0
