,index,Field_0,Field_1,Field_2,Field_3,Field_4,Field_5,Field_6,Field_7,Field_8,Field_9,Field_10,Field_11,Field_12,Field_13,Field_14,Field_15,Field_16,Field_17,Field_18,Field_19,Field_20,Field_21,Field_22,Field_23,Field_24,Field_25,Field_26,Field_27,Field_28,Field_29,Field_30,Field_31,Field_32,Field_33,Field_34,Field_35,Field_36,Field_37,Field_38,Field_39,Field_40,Field_41,Field_42,Field_43,Field_44,Field_45,Field_46,Field_47,Field_48,Field_49,Field_50,Field_51,Field_52,Field_53,Field_54,Field_55,Field_56,Field_57,Field_58,Field_59,Field_60,Field_61,Field_62,Field_63,Field_64,Field_65,Field_66,Field_67,Field_68,Field_69,Field_70,Field_71,Field_72,Field_73,Field_74,Field_75,Field_76,Field_77,Field_78,Field_79,Field_80,Field_81,Field_82,Field_83,Field_84,Field_85,Field_86,Field_87,Field_88,Field_89,Field_90,Field_91,Field_92,Field_93,Field_94,Field_95,Field_96,Field_97,Field_98,Field_99,Field_100,Field_101,Field_102,Field_103,Field_104,Field_105
0,probabilities,2.248205844,2.248197131,2.248199434,2.248215091,2.248219196,2.248199385,2.248197496,2.2481951,2.248206484,2.247944972,2.272183237,2.266007866,2.257810344,2.248549389,2.239348322,2.231319449,2.225387387,2.22214672,2.221787881,2.22408631,2.228464528,2.234136633,2.240244124,2.2459919,2.250751982,2.254122515,2.255940699,2.256257004,2.255283379,2.253330197,2.250745836,2.247869409,2.245002094,2.242396804,2.240261063,2.238764835,2.238044656,2.238197592,2.23926312,2.241196909,2.243846024,2.246954276,2.250112621,2.252900485,2.254894235,2.255760552,2.255325325,2.253618641,2.250888126,2.247575499,2.244251952,2.241514778,2.24052938,2.239864016,2.239594233,2.240737323,2.243072668,2.246194059,2.24960586,2.252819427,2.25542898,2.257156937,2.257869422,2.257570572,2.256377808,2.254527262,2.252306399,2.250036736,2.248027632,2.246535376,2.245730539,2.245679209,2.246341236,2.247585157,2.249215747,2.251006973,2.252731916,2.254183367,2.255184305,2.255593374,2.255312749,2.254302616,2.25259997,2.250333209,2.247721746,2.245053409,2.242641274,2.240763943,2.23965557,2.239423696,2.240087653,2.241576793,2.24374174,2.246364573,2.249172799,2.248987521,2.248160683,2.248168442,2.248184592,2.248185507,2.248181264,2.248200499,2.248222996,2.248195607,2.248198334,2.248186905
1,delays,616.71,563.34,509.97,456.6,403.23,349.86,296.49,243.13,189.76,136.39,83.02,81.02,79.02,77.02,75.02,73.02,71.02,69.02,67.01,65.01,63.01,61.01,59.01,57.01,55.01,53.01,51.01,49.01,47.01,45.01,43.01,41.01,39.01,37.01,35.01,33.01,31.01,29.01,27.01,25.01,23.01,21.0,19.0,17.0,15.0,13.0,11.0,9.0,7.0,5.0,3.0,1.0,0.0,-1.0,-3.0,-5.0,-7.0,-9.0,-11.0,-13.0,-15.0,-17.0,-19.0,-21.0,-23.01,-25.01,-27.01,-29.01,-31.01,-33.01,-35.01,-37.01,-39.01,-41.01,-43.01,-45.01,-47.01,-49.01,-51.01,-53.01,-55.01,-57.01,-59.01,-61.01,-63.01,-65.01,-67.01,-69.02,-71.02,-73.02,-75.02,-77.02,-79.02,-81.02,-83.02,-136.39,-189.76,-243.13,-296.49,-349.86,-403.23,-456.6,-509.97,-563.34,-616.71,0.0
