1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	41
1	0.0	0.0	0.0	0.0	0.0	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115	1.059672004e-115
2	1.223842176e-18	8.823642558e-19	6.256797208e-19	4.356349192e-19	2.971666637e-19	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	7.684918451e-22	1.10872074e-21	1.632893974e-21	2.356234341e-21	3.338600853e-21	4.65276357e-21	7.684918451e-22
3	1.381778371e-16	1.003637502e-16	7.168334359e-17	5.026303283e-17	3.45232896e-17	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	9.753392498e-20	1.406447865e-19	2.070226289e-19	2.985620839e-19	4.227998818e-19	5.888889812e-19	9.753392498e-20
4	2.026490592e-15	1.487478307e-15	1.073161416e-15	7.59772079e-16	5.266973217e-16	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	1.65161797e-18	2.380351039e-18	3.501612751e-18	5.046779824e-18	7.142336439e-18	9.941707947e-18	1.65161797e-18
5	1.255755614e-14	9.360967665e-15	6.851765566e-15	4.916811831e-15	3.451889884e-15	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.225747557e-17	1.765524479e-17	2.595419455e-17	3.738138592e-17	5.286614668e-17	7.353420782e-17	1.225747557e-17
6	4.690970159e-14	3.582510987e-14	2.680007691e-14	1.961477307e-14	1.40198745e-14	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	5.787525893e-17	8.330749976e-17	1.223763636e-16	1.761238654e-16	2.48889316e-16	3.459208903e-16	5.787525893e-17
7	1.203805149e-13	9.592815765e-14	7.439758768e-14	5.616427306e-14	4.123871047e-14	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.052490336e-16	2.952345159e-16	4.333434036e-16	6.231546313e-16	8.798688114e-16	1.221837851e-15	2.052490336e-16
8	2.113940652e-13	1.849824223e-13	1.539438158e-13	1.228020459e-13	9.425742853e-14	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	5.973399448e-16	8.585745727e-16	1.25911575e-15	1.809011124e-15	2.551903827e-15	3.540380076e-15	5.973399448e-16
9	1.718168885e-13	2.208532382e-13	2.245882774e-13	2.031019718e-13	1.699962036e-13	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	1.504066696e-15	2.160074531e-15	3.164818221e-15	4.542594463e-15	6.401672198e-15	8.872215284e-15	1.504066696e-15
10	-4.435641164e-13	-6.840192315e-14	1.283107339e-13	2.112433518e-13	2.263692411e-13	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	3.390165487e-15	4.864536597e-15	7.120041056e-15	1.020900813e-14	1.437153623e-14	1.989555784e-14	3.390165487e-15
