,index,Field_0,Field_1,Field_2,Field_3,Field_4,Field_5,Field_6,Field_7,Field_8,Field_9,Field_10,Field_11,Field_12,Field_13,Field_14,Field_15,Field_16,Field_17,Field_18,Field_19,Field_20,Field_21,Field_22,Field_23,Field_24,Field_25,Field_26,Field_27,Field_28,Field_29,Field_30,Field_31,Field_32,Field_33,Field_34,Field_35,Field_36,Field_37,Field_38,Field_39,Field_40,Field_41,Field_42,Field_43,Field_44,Field_45,Field_46,Field_47,Field_48,Field_49,Field_50,Field_51
0,probabilities,0.007481555087,0.007482686841,0.00748199579,0.007481909782,0.00748270408,0.007481559649,0.007482525035,0.007482262015,0.007482021193,0.00748308767,0.007499227514,0.007504285089,0.007494483828,0.007477017027,0.007462852567,0.007459439866,0.007469213128,0.007489173928,0.007509380014,0.007516471069,0.007503908719,0.007477457812,0.00744871663,0.007428903022,0.007429862506,0.007461010671,0.007513531261,0.007554591198,0.007551516907,0.007505611944,0.007453533596,0.00743244467,0.007449145736,0.00748155901,0.007504002732,0.00750637332,0.007494470575,0.00747946997,0.007469806125,0.007468670022,0.007474780573,0.007483117807,0.007482129151,0.007482236232,0.007481971579,0.007482102876,0.0074823448,0.007482252827,0.007482237309,0.007482202957,0.007482109013,0.00748216235
1,delays,465.13,425.1,385.07,345.05,305.02,264.99,224.97,184.94,144.91,104.88,64.86,60.53,56.21,51.89,47.56,43.24,38.91,34.59,30.27,25.94,21.62,17.3,12.97,8.65,4.32,0.0,-4.32,-8.65,-12.97,-17.3,-21.62,-25.94,-30.27,-34.59,-38.91,-43.24,-47.56,-51.89,-56.21,-60.53,-64.86,-104.88,-144.91,-184.94,-224.97,-264.99,-305.02,-345.05,-385.07,-425.1,-465.13,0.0
